document_id,clean_text,sentiment
458,away james gunn superman reboot glorious resurrection man tomorrow feel straight classic comic book panel film capture sincere hopeful spirit character echoing earnestness faithful mythology animated series gunn perfectly nail tone delivering powerful emotional adventure reminds u fell love hero first place casting pitch perfect david corenswet command screen embodying superman charmingly sincere undeniably powerful owns cape way feel instantly iconic rachel brosnahan equally captivating lois lane capturing fiery wit intelligence defined best interpretation including beloved animated series daily planet strongest reporter brosnahan chemistry corenswet spot film stunning visual spectacle true power come heart gunn brilliantly balance epic action sequence focus superman humanity show u invincible hero explores vulnerability weakness reinforcing role universal symbol hope approach make film emotional roller coaster grounded classic character first storytelling defined animated universe supporting cast also stellar nicholas hoult portrayal lex luthor truly remarkable bringing captivating new layer villain key role played jimmy olsen justice gang ensuring character feel wasted krypto absolutely steal show movie triumphant return form dc universe superman film desperately needed delivering adventure arguably best year far,POSITIVE
459,please read point big fan henry snyder skeptical new superman reason starting suit weird eye flying scene watching got comment movie looked amazing cgi flying etc crypto main character movie confusing part scene seem connected reminded jl snyder version many scene looked weird plot cmon superman make human vulnerable presence strength superman yes know raised human difference zack snyder showed u strong superman gunn portrayed think gunn version new comer know green lantern funny cool seeing supergirl terrific lex real villain reminds comic book character well except monkey scene really believe seeing superman weak vulnerable superman henry superman showed class strong character weak even walking big monster really superman cared saving building look superman fighting doomsday lois got presence fun naive believe superman kill u gave cause love character comic,POSITIVE
460,one worst movie superhero movie ever seen movie utter garbage total trash save money waste time literally wanted ask money back end doo doo movie wish could articulate frustrating movie sit went bad worse awful literally wanted walk one point hot mess actor playing superman excellent nothing work waste classic american movie making worst awful feel ripped cheated many better superhero movie like dark knight christopher nolan first spider man movie directed sam raimi,NEGATIVE
461,go want make clear hate nathan fillion love character genuine hate green lantern tried find one redeeming feature know take sound ridiculous much preferred ryan reynolds debacle way everything irked bowl cut annoying demeanour anyway rant lol superman mark bold brave heartfelt new beginning man steel careful quirky hand ex marvel legend james gunn first official film new dc universe reboot lot riding land quite reach iconic height christopher reeve legacy david corenswet delivers superman deeply human emotionally torn genuinely hopeful may reeve brings refreshing earnestness role easy root opinion much likeable henry cavill might get heat grew reeve likeable dean cain time tom welling great take cavill superman turned character kinda tainted story open superman intervening international war flying fictional nation boravia stop invading jarhanpur brave move one immediately put version superman morally grey water permission mean well interference ripple effect world ready soon suffers first ever real defeat hand hammer boravia alone would punch gut thing quickly spiral hammer turn ultraman disguise twisted clone created none lex luthor played oily brilliance nicholas hoult second hackman portrayal evil genius superman retreat fortress solitude one unexpected standouts film krypto yes superman superpowered dog might sound ridiculous paper gunn somehow make work krypto add warmth even emotional depth especially fortress solitude scene two recover brutal beatdown bond touching yes krypto steal show time clearly james gunn touch equal part heartfelt quirky fit surprisingly well know snyder fan like enjoyed film also give u superman torn two legacy attacked forced retreat listens long lost message kryptonian parent first half feel like beautiful affirmation purpose second half destroyed landing earth second half though later revealed luthor flip everything head jor el lara urge conquer earth repopulate kryptonian race moment hit hard shake superman sense identity force evaluate kryptonian savior earth adopted son rachel brosnahan lois lane tough tenacious grounded scene superman crackle tension warmth especially challenge choice relationship tested ultimately affirmed especially tell belief goodness later confesses love clark hero cape one genuine lois clark dynamic year film dip standard superhero trope big cgi monster kaiju poke eye bit lol reality bending portal army ally manages balance emotional stake justice gang although adamant name green lantern mister terrific hawkgirl fun inclusion overstay welcome fact mister terrific end pivotal superman rescue redemption luthor plan use chaos war fear alien threat turn world superman classic still effective especially paired pocket universe subplot quite enjoyed little sci fi twist give film extra flavor scene superman weakened kryptonite transmuted metamorpho imprisoned intense eventual escape teaming krypto metamorpho save child feel well earned climax see metropolis brink collapse massive rift reality caused luthor desperation superman ally swoop stop second war save city final battle ultraman epic especially krypto join tag team action black hole ending ultraman cool visual luthor taken literally dog feel like poetic justice final moment superman reflecting humanity watching old footage childhood provide soft emotional landing reminder superman true power flight strength empathy restraint hope corenswet absolutely delivers end thiugh get introduced supergirl bit feel bit forced could done without superman might perfect solid reboot heart spectacle soul strong start new dcu,NEGATIVE
462,movie everything superman movie start new era possibly feel better movie emotion easily also best iteration lex lois jimmy clark whole gang great job showing u side hero still feeling like superman movie leaving potential come film also beautifully done fight scene amazing cgi greatly done making thing comic accurate without making look terribly tacky wait next new universe james miss gunn jam,POSITIVE
463,james gunn biggest strength know perfectly adapt pacing comic book also happens movie biggest weakness movie feel exactly like superman comic book series arguably making best adaptation character cinema fails delivering impactful memorable cinema point movie memorable scene even contain superman gunn tendency toward ensemble bleeds film time detracts title character start pale comparison really side character end judgement superman formula gunn ability writer director,NEGATIVE
464,james gunn superman shaping hopeful inspiring film fan waiting clear vision rooted character core value gunn set deliver truly uplifting cinematic experience casting david corenswet rachel brosnahan feel pitch perfect promising dynamic heartfelt portrayal clark kent lois lane film poised redefine man steel new generation blending genuine emotion thrilling action fresh narrative beacon hope dcu need anticipate fresh exciting take honor past charting exciting future iconic hero truly feel like start something special must see superhero film enthusiast,POSITIVE
465,biggest plus corenswet ugh name extremely attractive act biggest gripe name mr maisel play lois totally miscast awful awful hair guy playing jimmy olsen terrific though hoult luthor fairly good job delivers bad guy line admirably pa kent okay mr terrific terrific nathan fillion wig wildly insanely distracting hated seeing brought low lame wardrobe department decision monster creature say really looking forward seeing movie yeah lot hype going really good watch one commenter already stated movie begin feel like dropped middle story lot thing make sense thought warring country bit outlandish silly country name least worst part plot line whole tunnel pocket verse thing seems shame much money effort went fall flat,NEGATIVE
466,okay hand fun movie theater year glad took family see opening night say go see theater comicbook brought life one deserves seen biggest screen movie attempt make comic book element plausible realistic dog fly super hero roam sky giant monster happen time movie present new dcu fun comicbook glory david excellent superman movie much heart put every single frame deserve negative review getting early go good time,POSITIVE
467,waited movie since first announcement disappointed superman several reason first minute beautifully crafted appreciate added extra line help u connect biological parent however pacing fast rushing emotional beat needed time breathe music feel underwhelming despite utilizing john williams iconic theme come watered version lack emotional depth clear lack character development complexity making character feel like outline people superman morality consistent film lack uplifting dialogue meaningful scene showcase hopeful nature supposed core music trailer carried gravitas even used leaving film score feeling flat forgettable lex luthor stand even arc suffers weak childish motivation making feel incomplete superman internal struggle barely explored yes kryptonite hammer boravia ultraman true strength superman lie moral dilemma barely touched trailer mislead showing people screaming superman yet actual scene guy gardner hawkgirl mr terrific one saving superman sidelined per se emotionally present matter superman friendship guy gardner hawkgirl shown lack weight due limited emotional build chemistry overall film feel like held back constantly avoiding emotional risk potential drama superman closing speech okay line human greatest strength feel lacking show deeply rather saying know save people even animal dog raccoon speech ruin bit experience final scene showing young clark kent family could powerful feel underdeveloped conversation pa kent welcome feel forced emotionally flat like supergirl entrance bright spot odd masochistic chemistry krypto memorable david corenswet ultraman wasted performance lack tension acting seen previous portrayal like christopher reeve evil superman frustrating clearly deserved better thought interview compelling going longer trailer longer still,NEGATIVE
468,wont give spoiler movie good reason people like hate thing ridiculous reason james gunn good job movie start already set universe dont mi dont need another origine story thank god movie great pase never get bored always something going hoult amazing lex luthor showing ginius insanity guy garndner green lantern much fun also mister terrific comic book accurate deserves lot praise say go see movie like superhero movie good time,POSITIVE
469,expected much james gunn movie cartoonish tone horrible special effect story good idea narration character development poorly done superman supposed set new dc cinematic universe take seriously dc darker serious tone comic superman colorful joke marvel movie lex luther superman casting brilliant direction meh,NEGATIVE
470,honestly movie easily biggest disappointment year least really understand star review movie horrible really far good superhero movie think david corenswet average performance nothing personally mind upcoming superman film staring think movie lack solid story giving superman leading role personally hate sort movie filled unnecessary superheroes unless something like avenger really see point make main character fade away opinion really hesitant rate movie really really wanted like think choosing james gunn director biggest mistake producer made,NEGATIVE
471,movie good job potraying superman human put light weakness instead looking like god expected much action given superhero movie deliver maybe time movie action tempo go high enjoy scene otherwise action scene great movie super different copy type joke scene previous james gunn movie nothing new also worthy scene movie like depth effect even realize watching movie honest,POSITIVE
472,finished watching superman say hold incredibly well whether classic superhero story high powered action film delivers character superman portrayed right mix strength vulnerability making feel iconic human storytelling paced well moment awe heart spectacle action scene solid moral dilemma give weight average superhero flick also soundtrack unforgettable really amplifies epic feel superman journey superhero film want see started must watch movie foundation entire superhero genre screen,POSITIVE
473,overall good movie lot funny scene krypto steal show every time screen better easily best part movie lex luthor perfect cast good every line every scene nailed totally felt like lex villain point green lantern good casting funny also great ability scene actually worked feel boring forced clark kent lois lane chemistry good look nice together scene soft romantic vibe overdone nice james gunn really try best movie feel effort tried show much movie lot context movie like lot thing felt rushed others left hanging lot thing still puzzle metamorpho storyline good enjoyed depth cool scene actual character moment could screen time though thing whole combination hero wasted barely anything together everyone thing real team moment suck setup land hawkgirl barely got screen time felt like poster deserved last scene even daily planet team flying thing find reason explanation suddenly flying around like normal part great yeah others felt place like wanted much know focus movie many character enough time still bad fun stuff krypto lex green lantern carried funny moment kept alive story wise messy lot buildup enough payoff,POSITIVE
474,james gunn outdone man movie left feeling happier hopeful movie recently corenswet brosnahan hoult deliver incredible performance cbm afraid embrace cb part film genuinely mean much important world live right could use lot hope world james gunn created character actor brought life feel hope hoult villain perfect depiction absolute hater lex luthor rachel brosnahan terrific lois lane truly embodying spirit character best standout though david superman rather clark kent performance truly incredible story truly one hit heart beautiful message love human clark unlike snyder made superman god among human human like everyone else superman superman difference two monumental gripe place felt little packed honestly much critique james gunn trust,POSITIVE
475,really wanted movie good average portrayal superman movie really bizarre superman supposed super literally feel super movie like tried make human feel super heard people complain recent superman movie particularly cavill superman serious dark maybe james gunn tried compensate make superman light hearted human opinion overcompensated regard also thought acting best movie like expect acting great seem great cast pretty much bunch newcomer people saying always bad thing backfire different casting choice would better opinion lastly humor great expected lot especially considering funny guardian galaxy one land humor,NEGATIVE
476,serious doubt new superman film variety reason sure need explain saw review strongest since superman thought might worth checking pleased say disappointed film smartly full retelling supes backstory something heard million time instead focus someone done lowest point making sympathetic lack better word human main conflict appropriately topical decent mystery going though one twist probably predictable anyone watched adventure superman worried film crowded side character give bit setup new universe said setup kept secondary lead cast top line like first christopher reeve film consists primarily relative unknown alongside big name david corenswet fill reef red boot perfectly making supes complex point unlikeable boring like henry cavill version instead heart still beloved american icon know nicholas hoult meanwhile spectacular lex luthor importantly show younger version done properly rachel brosnahan solid lois lane great chemistry corenswet rest shine though noted best character human supes adorable rascal dog krypto one big complaint film supes get butt kicked one many time know story supposed represent darkest hour man steel expected little aside action still ton fun massive size spectacle full cool detail like luthor remotely controlling henchman code activate certain attack effect look great set impressive fortress solitude especially standing one best version like sound rendition superman theme trailer deny utilization work perfectly placed scene make want go nut best way overall superman show dc may far said reviewed aquaman sequel hope get act together new universe james gunn helm far great start,NEGATIVE
477,like superman general fan almost screen version loved smallville loved man steel superman lois great take super dad like lego version although batman lego rule even enjoyed adventure lois clark favorite version clark kent superman lex lois good part version get opinion probably note generally superman good watch good movie compare death ruin moment enjoyable superman want save everyone even squirrel lex petty trained monkey hate superman lois love believe best save day mr terrific hit mark krypto star win like thing version world good start want change thing want move rewatch whatever version superman liked best good movie,POSITIVE
478,amazing flick start finish great way introduce dcu superman godlike alien come invincible show great deal humility throughout film truly brings life superman comic hope lois clark chemistry thinking really couple lex diabolical one best part film james gunn got right superman universe wait see hero brought life even though origin story still written well enough introduce superman someone whose never heard cinematography screen writing dialogue action chemistry cast must hand best superman film time,POSITIVE
479,first encounter superman age watching justice league animated series came superman return bryan singer three scene stayed ever since airplane rescue bullet eye lift city laced kryptonite gateway myth year later man steel gave u unforgettable god like battle zack snyder camera action scene incredibly immersive still bland script uninspiring superman fully move superman truly enjoy richard donner first two film sincere thrilling gem james gunn give u version human approachable superman also less memorable one leave cinema entirely satisfied perhaps earlier morning watched afternoon solitude albert serra still echoing mind still recognize several strength cast work david corenswet feel like human superman rachel brosnahan brings spirited lois live hero shadow nicholas hoult play interesting lex even like actor character seeing shine renfield order nosferatu juror expected less real scene stealer mr terrific edi gathegi presence charisma also movie fly thanks brisk pace soundtrack fit well classic gunn choice even made wish friend like superman good guy straight comic book downside film feel recycled collage thing gunn already done dialogue veer soap opera territory many character protagonist sometimes get lost story juggle many idea without fully committing action scene fine nowhere near impressive man steel cgi uneven cinematography lack striking lasting image short gunn delivers warmer grounded take hero solid cast strong pacing corenswet make human superman brosnahan shine lois mr terrific ooze charisma film feel recycled weak dialogue scattered narrative little visual power entertains move wow like version,NEGATIVE
480,terrible movie show piece one liner bad guy explaining everything think two actual conversation whole movie plot basically superman interfering world politics lex luthor secretly behind create country super dog comedic affect horrible goofy version green lantern stereotyped african american mr terrific pretty disgraceful really need make superhero movie funny day one liner aimed teenager quite clearly aimed zoomers short attention span need director make lex luthor explain everything truly baffling noticed halfway movie people already phone looking instagram several older adult actually walked first time long time wanted leave shear boredom mainly dull uninteresting story oh restart dc universe henry cavills version superman far superior story acting little hope dc cinematic future stop ahead terrible piece cinema even movie full zack snyder slow mo would less painful,NEGATIVE
481,big fan dc universe comic animated series movie always dc person marvel enjoyed watching film fun big screen film watch fun enough character development guess james gunn assumes know superman origin observe new superman earth centric ok snyder superman superman alien earth centric actually made sense yes big dark depressing guess snyder style enjoy gunn easy going approach honest seen film say pretty much style,POSITIVE
482,saw superman first time today longtime dc fan many year always hope make comeback movie good dc never back right mean something movie overall fantastic movie perfectly represents superman give superman even anyone would give character also amazing feel like comic book come life amazing cast amazing character amazing love superman dynamic character make fun heartwarming superman film emotion hit hard want get political time like movie need amazing film james gunn,POSITIVE
483,surely james gunn movie feel character except lex luther anyone fault written feel like sympathize presentation superman feel connection parent biological parent kind crazy new take superman loud time sit right calmness character character written crudely much stuff first movie lex power almost anything technology world mess start,NEGATIVE
484,remember ever seeing great superman movie film excellent story show superman vulnerability outstanding supporting character villain clever modern movie besides superman introduces u amazing character like mr terrific hero people probably know enjoyed everything beginning end never got bored truly recommend great time movie mark new beginning much offer believe hope good time coming dc movie,POSITIVE
485,many time seen superman movie tv show superman getting as kicked opening frame closing scene lot thing liked film liked fun colorful cinematography art direction felt like comic book movie james gunn know fun problem film superman expense liked casting lead problem nicholas hoult one best actor generation problem james gunn allowed take lex luther lighter version joaquin phoenix joker escapade lex luther unhinged madman really think got character wrong major problem also many gimmick robot fortress solitude krypto dog drunk supergirl justice gang superman side piece movie marvelous mr mabel great lois lane ending seemed stake raised high plus something wrong pacing would think whole city would destroyed time resolved gunn needed dial notch also mr terrific save day movie really mixed bag enjoyed far man steel hate snyder deconstructed superman polar opposite weak pathetic superman whose foster parent clearly spectrum birth parent psychopath work either hopefully clean endless sequel,NEGATIVE
486,superman make epic return big screen true fan super pleased casting phenomenal great hear john williams theme peppered dcu seems like taking step right direction ultra dark snyderverse giving comic booky brighter feel saw opening day movie closed standing ovation superman movie waiting imax definitely way go action well paced special effect well done well executed film around already anticipating inevitable sequel,POSITIVE
487,loved visuals casting perfect enjoyed character lot seen man steel liked amazing never seen much dc story quote overwhelming expect see black hole stuff first movie also lot moment thought oh conclusion still went minute okay get bored think bit stretched mr teriffic lex luthor green lantern amazing anyways enjoyed next dc movie wait bit review come maybe used dc crazyness thanks reading,POSITIVE
488,visuals stunning action super powered without overwhelming importantly superman film connects emotionally whether clark kent struggle balance human life kryptonian duty relationship lois kent people protects film never forgets heart behind hero minor gripe fast paced could used quiet moment let emotion breathe even near perfect film superman superhero film symbol message return hope soar rest,POSITIVE
489,enjoyable film say definitely built family friendly superman serious superman take take reef batman think exact opposite superman lot depth story character acting great though like david corenswet say superman everyone grew watching tv series different approach cavill snyder superman looking pleased cgi good hoping core superman also good serious edge living real world get james gunn film time get something serious heartfelt likely moment followed immediately joke,POSITIVE
490,wanted like reason backstory creates connection audience beat hurt able feel opinion besides lex acting computer lady dude acting mediocre best animation okay story bad left really excited future dc way much screen time friend version lois make feel nothing comedy moment funny overall movie give kid movie let include little bit everything,NEGATIVE
491,first superhero fan especially superman went movie curiosity fomo endgame viewer know mean story classic predictable first min kill joy nothing special even visually scene kept repeating scenario building collapse giant monster run entire city superman show suddenly save last one person slow motion bothered repetition film kept focusing last one person squirrel dog saved superman ignoring thousand people died earth splitting apart falling building illogical know superhero movie scene like shown portray humanity side superman overused convince one died chaos like told ignore elephant room view opening new era dc say decent job actually liked superman character vibe gave self doubt funny tough human lol worked well acting also solid especially considering came henry cavill superman must pretty hard superhero fan comic sure enjoy nah,POSITIVE
492,peak movie james gunn good movie dude see anyone hate movie every action scene perfect every flight scene angle perfect cast great plot great cameo great overall fantastic movie fan good james gunn movie definitely soundtrack hit love way directly set supergirl movie future dc movie want see isabela merced hawk girl want see nathan fillion guy gardner think movie probably best movie year solid,POSITIVE
493,hardly plot full hole disjointed metahumans furthermore superman supposed invincible except kryptonite furthermore entire film cgi truly pathetic first christopher reeve film much superior see many people liked film,NEGATIVE
494,went movie seeing mixed opinion liked thought great intro come david corenswet great superman nicholas hoult make great job lex luthor movie good commentary current event added extra layer story made feel relevant post credit scene disappointing overall solid start hopefully everything better future project build strong foundation enjoyable excited gunn vision universe character story connect moving forward,POSITIVE
495,amazing movie seriously honest james really great job showing superman comic accurate seeing superman comic accurate really unbelievable generation new start say fresh start dcu james gunn really understand concept superman perfectly gave true justice superman deserves long time casting amazing wish superman also comic accurate suit nostalgic seeing superman generation classic suit truly amazing movie also wait see teaming batman,POSITIVE
496,man awesome ride film definitely worth seeing biggest screen possible shot imax exclusive aspect ratio action sequence looked absolutely stunning paired iconic score dynamic sound design visual auditory sensation start finish james gunn officially cemented legend among comic book director direction beautiful watch fast paced action cinematic slow mo always catchy song tie moment together know exactly blend spectacle rhythm performance strong across board point think david corenswet playing superman genuinely believed superman superman embodied role perfectly really loved movie felt like cartoon come life purest form embraced heart style classic comic long time comic lover would proud however wanted seen multiple superman portrayal year one look sound amazing quite break new ground term storytelling found craving deeper emotional tension wanted superman pushed place even audience began doubt thing might resolve instead character sometimes felt bit surface level end plot felt predictable little safe never quite reached emotional narrative height needed truly stand story perspective summary visual treat great performance direction come story character depth play safe,POSITIVE
497,movie vastly exceeded expectation form opening scene unlike superman medium ever seen much heart feel like pulled comic true understanding every character perfectly cast executed action exciting writing score phenomenal corenswet kill threat real guy gardner excellent well crypto comic minus mundane boring oversold part story wad everything complaint future bright dc marvel competition,POSITIVE
498,superman land wounded near hideout antarctica dog hero drag lair trying stop war aggressive country poorer neighboring nation superman attacked new enemy huge man special power heals superman learns new enemy work lex luthor seems lex new clever plan rule world secret prison enemy meanwhile superman find solace kissing lois lane getting help superhero friend yet lex find way put superman hidden jail lex achieve goal pretty good film cast nice especially nicholas hoult lex effect good set striking however lukewarm movie superhero fan may like fine,POSITIVE
499,superman iconic one important character dc universe deliver right oh boy deliver mr terrific stole show super smart excellent move cool mask green lantern green odd nathan fillion actually funny portraying whole plot though lex luthor u involved kinda give idea expect well done boring usual stuff superman played well new guy liked portrayal fan red short speedo look suppose invoking nostalgia fine enjoyed beginning end doze anytime movie james gunn dc proud hopefully sign great thing come highly recommended,POSITIVE
500,superman movie pleasant surprise lead actor solid job though time reminded lot henry cavill made performance feel somewhat familiar still carried role well really appreciated inclusion hero seen screen gave film refreshing touch expanded universe exciting way story well structured making movie engaging start finish overall though enjoyable well crafted movie add new chapter superman legacy,POSITIVE
501,metahumans ridiculous pea brained dog good character movie superman sits around moping oh poor one like looking dog relationship lois clark dry lex believable bc hired one worst actor part whiny boring stupid version superman far mark think gunn find new hobby leave dc comic alone,NEGATIVE
502,alot strange disjointed scene plot alot exposition overall decent mediocre movie held mostly budget kinda dumb analyse beyond surface sure audience made considering make mind show good movie underneath bad maybe get right next time,NEGATIVE
503,hope movie good fear end meet expectation pacing fast taste allot movie although dislike character really think hawk girl really add anything screeching uncomfortable watch time superman felt like superman good casting choice chemistry lois good script choice made exemple clark biological parent opinion brings film cgi imo also fall short time bother much story movie better rather bad cgi bad story movie unfortunately suffers element brings movie downright bad enjoyable star movie mr terrific ioved every second screen part though felt like james gunn movie wich bad thing right felt really work superman movie hope sequel james gunn let someone else make direct overall enjoyable realy enjoy david corenswet actor think talented hope someone justice sequel,NEGATIVE
504,get people saying connect plot movie need complex plot superman adventure living comic book superman already need explain come already superman enough give u rich dynamic emotionally layered story every character depth even one seem secondary superman relationship humanity betray believe nuanced beautiful god hope human human still belief u even deserve krypto highlight supergirl short scene impactful engineer absolutely steal movie visually stunning cold complex character played brilliantly mar gabriela de far venezuelan pride screen people want every film clear beginning middle end kind story episode larger universe beginning unfold film comic fan loved every second star,POSITIVE
505,watched movie krypto honestly relatable realistic portrayal dog seen movie show got humour action surprisingly good one dcu movie mostly trash inconsistent casting recasting rebooting tiresome one well done sure watch next one james gunn helming probably,NEGATIVE
506,always appreciated james gunn embrace spectacle goofiness comic book still providing emotional depth make laugh make amazed make think make tear three hit guardian galaxy movie prove superman justice keeping unique style yes zany comic action signature james gunn dialogue least one sequence set song gunn loved would easily fit gotg first foremost superman movie humanity heroism featured heavily throughout perfect use john williams iconic score love casting david rachel nicholas fantastic clark lois lex really impressed david rachel feel natural role playing year meanwhile nicholas go overboard right way lex luthor unapologetic malicious megalomaniac kill manipulate anyone need achieve goal supposed despise nicholas delivers tired origin story setup either james trust enough say world superheroes superman year wink wink hint person might character hero show comic accurate costume haircut kick as also great cameo spoil got quite reaction audience happy movie wanted like stepped dc comic book artist love bright color larger life action scene thrilled see gunn next wait peacemaker next month,POSITIVE
507,watching movie made understand got entirely wrong expectation going originally feeling bad henry cavill involved project seeing understand fit story henry superman serious made mature audience new move total oposite audio video effect good actor perfromances good general plot line fit current time technology mid younger generation definitely love accept movie well also family kid fun watching one expecting something line zack snyder superman kind movie man steel different beast together,POSITIVE
508,superman reboot resurrection james gunn masterfully blend modern storytelling timeless spirit man steel film finally give u superman powerful deeply human hopeful inspiring david corenswet phenomenal clark kent superman brings earnestness christopher reeve gravitas henry cavill yet still make role superman warm wise truly heroic beacon world need balance heart action character development nearly perfect lois lane rachel brosnahan sharp driven emotionally grounded real chemistry elevates every scene share clark supporting cast including surprisingly compelling lex luthor add depth without overshadowing core story visually film stunning action clean thrilling weight behind every punch yet never loses sight superman powerful trait compassion score soar dialogue hit final act emotionally satisfying without leaning cheap spectacle superman movie dc needed hopeful heroic unafraid wear heart sleeve gunn revived character redefined superhero film post snyder post mcu world superman back,POSITIVE
509,grew loving superman never comic loved original superman movie late early least first two watched superfriends every saturday child costume doll lunchbox cereal bowl adult thought superman return ok decent homage christopher reef superman memorable absolutely loved man steel henry cavill portrayal han zimmer moving brilliant original score thing atarted go rail batman versus superman justice league still loved henry cavill portrayal even story writing compelling opinion marvel ruined dc vibe liked dark gritty lingering nature dark knight trilogy man steel dove deep character motivation tortured soul way batman superman course whole lot realistic superheroes still grounded sense reality could feel relate new superman movie clearly franchise come try tap marvel silliness superficial two dimensional caricature miss old dc movie marvelization beloved icon like batman superman tragedy aquaman anybody movie feel neither excited hopeful direction james gunn taking dark time galaxy,POSITIVE
510,honest never really liked superman character felt like powerful figure real emotion watching emotionless cgi sludge man steel looking forward another superman movie one done something never thought would happen made like maybe even love superman superman emotion humor gravity movie lighthearted point seriousness lost action point really pulled every hit sense impact whole building blow every second looking man steel film really able understand character feel think especially important story godlike alien superhero superman movie reminds real movie magic hope see version superman soon,NEGATIVE
511,hard rate movie like one side love letter real comic book geek know one actually read movie rehash superman origin story yet start point expects one familiar dc superman weird comic book side story character world full metahumans everything quirky full potential danger people see giant monster city stand watching meter away superman save hand childish story akin shazam superman actor even look bit like zachary levi project naive infantile view world luthor admitting everything envy spite green lantern let say best green lantern ever also worst mean humor lightness work one want face actual real issue anymore age people feel like marvel went far self deprecation punny humor dc went far dark gloomy brooding lead movie feel like breath fresh air also bit like intentional loud fart decide liked certainly unique,NEGATIVE
512,loved man steel even though movie also flaw far superior one every level mo great pacing action suspense superman attempt hard new original flick end going aquaman territory instead silly would give anything mister terrific character cool power think power well executed movie fall flat almost every level watch feel like expect anything good especially loved man steel,NEGATIVE
513,even feel like writing bad superman movie without build without complex villain everyone overpowered everyone caricature horrible save time money skip one luthor evil sake evil character superman supposed super human kind caring love everyone naive extreme come across told instead shown ugh another movie without heart soul wish something like sam raimi spider man movie understood assignment,NEGATIVE
514,dc surely back watch movie amazing deserving superman ultimate superhero movie perfect mix heart action inspiration humble beginning epic battle capture essence make man steel timeless icon visuals stunning story powerful music give chill whether longtime fan new legend film reminds u true strength come right heroic masterpiece soar high superman superhero movie cinematic celebration hope integrity heroism every scene crafted care blending emotional depth thrilling action character development rich showing clark kent journey ordinary man symbol justice supporting cast add real weight narrative film pacing keep engaged start finish truly uplifting unforgettable experience,POSITIVE
515,henry cavill given script would absolutely knocked park said david corenswet truly brought superman life way entire cast delivered strong performance film heart action story work audience much needed win dc movie also felt nostalgic reminding animated series early comic book real downside forced humor nearly every emotional moment sometimes need let scene breathe still refreshing finally enjoy solid superman dc movie excited see next dcu,POSITIVE
516,one word say think represent everything whole snyderverse missed hope superman really missing live action superman way already notice made passion originality new fresh amazing take long defined character superman one small thing nitpick even affect quality film cgi look bit rough sometimes even also say dc back bros back everyone james gunn trust,NEGATIVE
517,fan man steel snyder completely misunderstood character mythos although cavill made good superman gunn superman get character right rachel brosnahan good lois edi gathegi enjoyable mr terrific however plot bloated boring drag thankfully origin story superman around year point movie open getting butt kicked offscreen ultraman recover fortress solitude first movie new rebooted franchise still made mistake previous snyderverse rushing team ups less different superhero character villain packed minute runtime superman almost extra movie origin ultraman given away first minute paying attention revealed end fight big surprise also much cgi fantastical element movie felt like matrix ripoff really think gunn missed mark earth pun intended plot tried build entire dc universe one movie human element superman make great hero gunn spent little time clark kent almost alter ego exist many supporting character thrown nothing plot could exorcised allow time clark like snyder think gunn really understands character corenswet look superman portrayal clark missing awkwardness reeve confusion cavill part snyder got right entertaining movie point invested character much cgi world plot device never allowed feel anything character wonder tv version superman less budget less cgi seem popular movie version snyder gunn completely ignored element make superman endearing even though know powerful man earth still trying fit like u simply understand dc continues ruin great character movie,NEGATIVE
518,beeen really long time since watched good film literally resurrection loved much literally would watch cinema idc full meaning good movie thank jamessss truely punk rockkk soo amazing soooo entertaining true,POSITIVE
519,mixed feeling film positive side truly loved nostalgic feel color music design superman suit finally made feel like authentic superman movie batman film disguised one casting spot across board first time year felt like coming home said issue plot hoping simpler classic superman story lex luthor straightforward evil plan superman good facing criticism ultimately prevailing something early comic inspired grounded character driven instead film felt overcomplicated unnecessary character subplots like green lantern handling geopolitical crisis many exaggerated fight creature like giant monster space jellyfish also wished relationship krypto warmer central care twist involving superwoman dog biggest disappointment nerfed superman felt hardly used power full extent constantly outmatched kept waiting big classic superman moment rise show true strength never came even film resolution leaned heavily mr terrific rather superman end despite flaw film still mile better anything gotten since christopher reeve era disappointed bright side least finally felt like superman promising start,NEGATIVE
520,mean superman seriously gunn everyone involved great actor writer director crew go see recent superman movie first dc attempt breath fresh air lex done great brainy psychopath guy well guy done well movie full light dark humanity joke going hit geeky bone lois clark kent chemistry good parent look like grabbed kansa farm say credit scene one end,POSITIVE
521,firstly let say want like mostly got right main character supporting cast end invested superman additional support hero helped movie gripe plot little weak big bad really superman seemed little weak maybe confidence thing nerfed strength stand alone movie enjoyed,NEGATIVE
522,man movie horrible weird chest weird uniform wear odd clunky justice league character one missed mark seem like dc ever matchup marvel bet million buck done movie would much much better green lantern looked old hawk girl interesting mr terrific perhaps best part movie took awhile figure heck gonna play man steel gotta look part facially check uni looked big looked baggy time overall mess movie understand folk say good movie good dc botch another classic character dud movie like flash initial justice league aquaman wonder woman sequel horrible remake disappointing expecting,NEGATIVE
